name,id,nametype,recclass,mass,fall,year,reclat,reclong,log_mass,is_outlier
Piquetberg,18832,Valid,H,37.0,Fell,1881.0,-32.86667,18.71667,1.5682017358046836,0
Pirgunje,18834,Valid,L6,842.0,Fell,1882.0,25.8,88.45,2.9253120920154387,0
Pirthalla,18835,Valid,H6,1161.0,Fell,1884.0,29.58333,76.0,3.0648322201126432,0
Pitts,18837,Valid,"Iron, IAB-ung",3760.0,Fell,1921.0,31.95,-83.51667,3.575187845043165,0
Plantersville,18846,Valid,H6,2085.0,Fell,1930.0,30.7,-96.11667,3.319106059518071,0
Pnompehn,18851,Valid,L6,96.0,Fell,1868.0,11.58333,104.91667,1.9822712375634692,0
Pohlitz,18853,Valid,L5,3000.0,Fell,1819.0,50.93333,12.13333,3.4771212548644272,0
Pokhra,18858,Valid,H5,350.0,Fell,1866.0,26.71667,82.66667,2.544068045591117,0
Pollen,18860,Valid,CM2,253.6,Fell,1942.0,66.34833,14.015,2.4041492509222127,0
Pontlyfni,18865,Valid,Winonaite,157.0,Fell,1931.0,53.03639,-4.31944,2.195899655175441,0
Portugal,18876,Valid,Stone-uncl,4500.0,Fell,1796.0,38.5,-8.0,3.6532125138718534,0
Po-wang Chen,18879,Valid,LL,665.0,Fell,1933.0,31.41667,118.5,2.822821645956179,0
Prambachkirchen,18883,Valid,L6,2125.0,Fell,1932.0,48.3025,13.94083,3.327358934590704,0
Pribram,18887,Valid,H5,5555.0,Fell,1959.0,49.66667,14.03333,3.7446840633550673,0
Pricetown,18888,Valid,L6,900.0,Fell,1893.0,39.11667,-83.85,2.9542425099218743,0
Pulsora,18899,Valid,H5,560.0,Fell,1863.0,23.36667,75.18333,2.748188027781726,0
Pultusk,18901,Valid,H5,250000.0,Fell,1868.0,52.76667,21.26667,5.397940008673775,0
Punganaru,18902,Valid,Stone-uncl,100.0,Fell,1811.0,13.33333,78.95,2.0000000043429447,0
Putinga,18905,Valid,L6,300000.0,Fell,1937.0,-29.03333,-53.05,5.47712125472111,0
Queen's Mercy,22357,Valid,H6,7000.0,Fell,1925.0,-30.11667,28.7,3.845098040076299,0
Quenggouk,22358,Valid,H4,6045.0,Fell,1857.0,17.76667,95.18333,3.7813963052686344,0
Quesa,22360,Valid,"Iron, IAB-ung",10750.0,Fell,1898.0,39.0,-0.66667,4.031408464292023,0
Quincay,22363,Valid,L6,65.0,Fell,1851.0,46.6,0.25,1.812913363324309,0
Raco,22368,Valid,H5,5000.0,Fell,1957.0,-26.66667,-65.45,3.6989700044228777,0
Rakovka,22376,Valid,L6,9000.0,Fell,1878.0,52.98333,37.03333,3.95424250948758,0
Ramnagar,22384,Valid,L6,3766.0,Fell,1940.0,26.45,82.9,3.575880315795966,0
Rampurhat,22385,Valid,LL,100.0,Fell,1916.0,24.16667,87.76667,2.0000000043429447,0
Ramsdorf,22386,Valid,L6,4682.0,Fell,1958.0,51.88333,6.93333,3.670431409453364,0
Ranchapur,22387,Valid,H4,290.4,Fell,1917.0,23.98333,87.08333,2.4629966135235604,0
Rancho de la Presa,22390,Valid,H5,300.0,Fell,1899.0,19.86667,-100.81667,2.477121256167311,0
Rangala,22392,Valid,L6,3224.5,Fell,1937.0,25.38333,72.01667,3.5084623814080462,0
Raoyang,22394,Valid,L6,4910.0,Fell,1919.0,38.2,115.7,3.6910814922114197,0
Ras Tanura,22395,Valid,H6,6.1,Fell,1961.0,26.66667,50.15,0.7853299062065779,0
Ratyn,22398,Valid,Stone-uncl,910.0,Fell,1880.0,52.2,17.98333,2.95904139279834,0
Reliegos,22584,Valid,L5,17300.0,Fell,1947.0,42.475,-5.33333,4.238046103153899,0
Rembang,22585,Valid,"Iron, IVA",10000.0,Fell,1919.0,-6.73333,111.36667,4.000000000043429,0
Renazzo,22586,Valid,CR2,1000.0,Fell,1824.0,44.76667,11.28333,3.0000000004342944,0
Renca,22587,Valid,L5,300.0,Fell,1925.0,-32.75,-65.28333,2.477121256167311,0
Renqiu,22589,Valid,L6,355.0,Fell,1916.0,38.66667,116.13333,2.5502283542784587,0
Repeev Khutor,22590,Valid,"Iron, IIF",7000.0,Fell,1933.0,48.6,45.66667,3.845098040076299,0
Revelstoke,22592,Valid,CI1,1.0,Fell,1965.0,51.33333,-118.95,4.342942647204277e-07,0
Rewari,22593,Valid,L6,3332.0,Fell,1929.0,28.2,76.66667,3.5227049928650906,0
Rich Mountain,22597,Valid,L6,668.0,Fell,1903.0,35.03333,-83.03333,2.824776463125687,0
Uzcudun,24140,Valid,L,20000.0,Fell,1948.0,-44.11667,-66.15,4.301029995685696,0
Richardton,22599,Valid,H5,90000.0,Fell,1918.0,46.88333,-102.31667,4.954242509444151,0
Richmond,22603,Valid,LL5,1800.0,Fell,1828.0,37.46667,-77.5,3.255272505344581,0
Rio Negro,22611,Valid,L4,1310.0,Fell,1934.0,-26.1,-49.8,3.117271295987287,0
Rochester,22637,Valid,H6,340.0,Fell,1876.0,41.08333,-86.28333,2.531478918319592,0
Rockhampton,22640,Valid,Stone-uncl,1641.0,Fell,1895.0,-23.38333,150.51667,3.215108581317746,0
Roda,22641,Valid,Diogenite,400.0,Fell,1871.0,42.3,0.55,2.6020599924136985,0
Rodach,22642,Valid,Stone-uncl,2900.0,Fell,1775.0,50.35,10.8,3.4623979980487127,0
Rose City,22766,Valid,H5,10600.0,Fell,1921.0,44.51667,-83.95,4.025305865305741,0
Rowton,22773,Valid,"Iron, IIIAB",3500.0,Fell,1876.0,52.76667,-2.51667,3.5440680444743595,0
Rumuruti,22782,Valid,R3.8-6,67.0,Fell,1934.0,0.26667,36.53333,1.8260748091828336,0
Rupota,22783,Valid,L4-6,6000.0,Fell,1949.0,-10.26667,38.76667,3.778151250456026,0
Ryechki,22791,Valid,L5,13000.0,Fell,1914.0,51.13333,34.5,4.113943352340244,0
Sabetmahet,22792,Valid,H5,1250.0,Fell,1855.0,27.43333,82.08333,3.096910013355492,0
Saint-Sauveur,23101,Valid,EH5,14000.0,Fell,1914.0,43.73333,1.38333,4.146128035709259,0
Saint-Séverin,23102,Valid,LL6,271000.0,Fell,1966.0,45.3,0.23333,5.4329692908760086,0
Sakauchi,23103,Valid,Iron,4180.0,Fell,1913.0,35.66667,136.3,3.6211762818789333,0
Salles,23111,Valid,L5,9000.0,Fell,1798.0,46.05,4.63333,3.95424250948758,0
Samelia,23115,Valid,"Iron, IIIAB",2462.0,Fell,1921.0,25.66667,74.86667,3.3912880487716963,0
San Juan Capistrano,23128,Valid,H6,56.0,Fell,1973.0,33.48472,-117.6625,1.748188034761459,0
San Pedro de Quiles,23130,Valid,L6,282.0,Fell,1956.0,-31.01667,-71.4,2.4502491098594126,0
San Pedro Jacuaro,34063,Valid,LL6,460.0,Fell,1968.0,19.76667,-100.65,2.6627578326256924,0
Santa Barbara,23161,Valid,L4,400.0,Fell,1873.0,-29.2,-51.86667,2.6020599924136985,0
Santa Cruz,23164,Valid,CM2,60.0,Fell,1939.0,24.16667,-99.33333,1.778151257621885,0
Santa Isabel,23165,Valid,L6,5500.0,Fell,1924.0,-33.9,-61.7,3.7403626895732067,0
São Jose do Rio Preto,23171,Valid,H4,927.0,Fell,1962.0,-20.81,-49.38056,2.967079734612992,0
Saratov,23176,Valid,L4,200000.0,Fell,1918.0,52.55,46.55,5.301029995666153,0
Sauguis,23188,Valid,L6,4000.0,Fell,1868.0,43.15,-0.85,3.602059991436536,0
Savtschenskoje,23190,Valid,LL4,2500.0,Fell,1894.0,47.21667,29.86667,3.3979400088457554,0
Sazovice,23455,Valid,L5,412.0,Fell,1934.0,49.23333,17.56667,2.6148972170872473,0
Schenectady,23458,Valid,H5,283.3,Fell,1968.0,42.86083,-73.95028,2.4522465760534216,0
Schönenberg,23460,Valid,L6,8000.0,Fell,1846.0,48.11667,10.46667,3.9030899870462306,0
Searsmont,23472,Valid,H5,5400.0,Fell,1871.0,44.36667,-69.2,3.7323937599033936,0
Sediköy,23473,Valid,L6,240.0,Fell,1917.0,38.3,27.13333,2.3802112435211664,0
Segowlie,23476,Valid,LL6,6930.0,Fell,1853.0,26.75,84.78333,3.8407332346744756,0
Selakopi,23481,Valid,H5,1590.0,Fell,1939.0,-7.23333,107.33333,3.201397124593593,0
Seldebourak,23483,Valid,H5,150.0,Fell,1947.0,22.83333,4.98333,2.176091261950978,0
Semarkona,23487,Valid,LL3.00,691.0,Fell,1940.0,22.25,79.0,2.8394780480026998,0
Sena,23495,Valid,H4,4000.0,Fell,1773.0,41.71667,-0.05,3.602059991436536,0
Seoni,23500,Valid,H6,20000.0,Fell,1966.0,21.68389,79.50083,4.301029995685696,0
Seres,23501,Valid,H4,8500.0,Fell,1818.0,41.05,23.56667,3.929418925765386,0
Serra de Magé,23502,Valid,Eucrite-cm,1800.0,Fell,1923.0,-8.38333,-36.76667,3.255272505344581,0
Sete Lagoas,23504,Valid,H4,350.0,Fell,1908.0,-19.46667,-44.21667,2.544068045591117,0
Sevilla,23508,Valid,LL4,180.0,Fell,1862.0,37.41667,-6.0,2.2552725075160533,0
Sevrukovo,23509,Valid,L5,101000.0,Fell,1874.0,50.61667,36.6,5.004321373786943,0
Shalka,23521,Valid,Diogenite,4000.0,Fell,1850.0,23.1,87.3,3.602059991436536,0
Sharps,23525,Valid,H3.4,1265.0,Fell,1921.0,37.83333,-76.7,3.1020905258551528,0
Shelburne,23529,Valid,L5,18600.0,Fell,1904.0,44.05,-80.16667,4.269512944241265,0
Shergotty,23530,Valid,Martian (shergottite),5000.0,Fell,1865.0,24.55,84.83333,3.6989700044228777,0
Shikarpur,23534,Valid,L6,3679.7,Fell,1921.0,25.85,87.5775,3.5658124129068884,0
Shuangyang,23582,Valid,H5,3900.0,Fell,1971.0,43.5,125.66667,3.5910646071378567,0
Shupiyan,23583,Valid,H6,5000.0,Fell,1912.0,33.71667,74.83333,3.6989700044228777,0
Shytal,23584,Valid,L6,3200.0,Fell,1863.0,24.33333,90.16667,3.505149978455623,0
Siena,23586,Valid,LL5,3700.0,Fell,1794.0,43.11667,11.6,3.5682017241843718,0
Sikhote-Alin,23593,Valid,"Iron, IIAB",23000000.0,Fell,1947.0,46.16,134.65333,7.361727836017612,1
Silistra,55584,Valid,Achondrite-ung,0.15,Fell,1917.0,44.11667,27.26667,-0.8239058456574236,0
Simmern,23603,Valid,H5,1222.0,Fell,1920.0,49.98333,7.53333,3.087071206261932,0
Sinai,23606,Valid,L6,1455.0,Fell,1916.0,30.9,32.48333,3.1628629936204105,0
Sindhri,23611,Valid,H5,8400.0,Fell,1901.0,26.21667,69.55,3.9242792861135833,0
Sinnai,23613,Valid,H6,2000.0,Fell,1956.0,39.3,9.2,3.3010299958811284,0
Sioux County,23614,Valid,Eucrite-mmict,4100.0,Fell,1933.0,42.58333,-103.66667,3.612783856825661,0
Sitathali,23616,Valid,H5,1600.0,Fell,1875.0,20.91667,82.58333,3.204119982927359,0
Ski,23621,Valid,L6,850.0,Fell,1848.0,59.73333,10.86667,2.9294189262252273,0
Slavetic,23626,Valid,H5,1708.0,Fell,1868.0,45.68333,15.6,3.232487866607257,0
Slobodka,23645,Valid,L4,2750.0,Fell,1818.0,55.0,35.0,3.439332693988188,0
Soheria,23660,Valid,OC,72.9,Fell,1960.0,27.13333,84.06667,1.8627275342753749,0
Soko-Banja,23661,Valid,LL4,80000.0,Fell,1877.0,43.66667,21.86667,4.903089986997372,0
Sologne,23663,Valid,H5,54.0,Fell,1860.0,47.36667,1.73333,1.7323937678654588,0
Sone,23667,Valid,H5,17100.0,Fell,1866.0,35.16667,135.33333,4.2329961104175515,0
Sopot,23670,Valid,OC,958.0,Fell,1927.0,44.41667,23.5,2.981365509531879,0
Soroti,23671,Valid,"Iron, ungrouped",2050.0,Fell,1945.0,1.7,33.63333,3.311753861267605,0
St. Caprais-de-Quinsac,23081,Valid,L6,360.0,Fell,1883.0,44.75,0.05,2.556302501973661,0
St. Christophe-la-Chartreuse,23082,Valid,L6,5500.0,Fell,1841.0,46.95,-1.5,3.7403626895732067,0
St. Denis Westrem,23083,Valid,L6,700.0,Fell,1855.0,51.05,3.75,2.8450980406346775,0
St. Germain-du-Pinel,23087,Valid,H6,4000.0,Fell,1890.0,48.01667,-1.15,3.602059991436536,0
St. Louis,23089,Valid,H4,1000.0,Fell,1950.0,38.7,-90.23333,3.0000000004342944,0
St. Mark's,23090,Valid,EH5,13780.0,Fell,1903.0,-32.01667,27.41667,4.1392492176031235,0
St. Mary's County,23091,Valid,LL3.3,24.3,Fell,1919.0,38.16667,-76.38333,1.3856062914705127,0
St. Mesmin,23092,Valid,LL6,8300.0,Fell,1866.0,48.45,3.93333,3.9190780924283986,0
St. Michel,23093,Valid,L6,17000.0,Fell,1910.0,61.65,27.2,4.230448921403821,0
St.-Chinian,23097,Valid,L6,134.3,Fell,1959.0,43.43333,2.95,2.1280760159024794,0
Ställdalen,23712,Valid,H5,34000.0,Fell,1876.0,59.93333,14.95,4.531478917055028,0
Stannern,23713,Valid,Eucrite-mmict,52000.0,Fell,1808.0,49.28333,15.56667,4.716003343643151,0
Stavropol,23717,Valid,L6,1500.0,Fell,1857.0,45.05,41.98333,3.176091259345211,0
Ste. Marguerite,23099,Valid,H4,4960.0,Fell,1962.0,50.76667,3.0,3.695481676577757,0
Strathmore,23729,Valid,L6,13400.0,Fell,1917.0,56.58333,-3.25,4.127104798397218,0
Success,23736,Valid,L6,3500.0,Fell,1924.0,36.48333,-90.66667,3.5440680444743595,0
Suchy Dul,23737,Valid,L6,815.3,Fell,1969.0,50.53806,16.26333,2.9113174428567112,0
Sultanpur,23741,Valid,L/LL6,1710.5,Fell,1916.0,25.93333,84.28333,3.2331230787749803,0
Sungach,23745,Valid,H5,637.0,Fell,1935.0,44.86667,133.16667,2.804139433017131,0
Supuhee,23760,Valid,H6,7235.0,Fell,1865.0,26.71667,84.21667,3.8594385355150833,0
Sylacauga,23773,Valid,H4,5560.0,Fell,1954.0,33.18836,-86.2945,3.745074791660168,0
Tabor,23776,Valid,H5,7540.0,Fell,1753.0,49.4,14.65,3.8773713459273726,0
Tadjera,23778,Valid,L5,9000.0,Fell,1867.0,36.18333,5.41667,3.95424250948758,0
Takenouchi,23789,Valid,H5,720.0,Fell,1880.0,35.38333,134.9,2.8573324970344554,0
Tané,23801,Valid,L5,905.0,Fell,1918.0,35.43333,136.23333,2.9566485796850865,0
Taonan,23873,Valid,L5,3850.0,Fell,1965.0,45.4,122.9,3.5854607296213046,0
Tatahouine,23884,Valid,Diogenite,12000.0,Fell,1931.0,32.95,10.41667,4.079181246083816,0
Tathlith,23885,Valid,L6,2500.0,Fell,1967.0,19.38333,43.73333,3.3979400088457554,0
Tauk,23887,Valid,L6,6000.0,Fell,1929.0,35.13333,44.45,3.778151250456026,0
Tauti,23888,Valid,L6,21000.0,Fell,1937.0,46.71667,23.5,4.3222192947546,0
Tenham,23897,Valid,L6,160000.0,Fell,1879.0,-25.73333,142.95,5.204119982658639,0
Tennasilm,23898,Valid,L4,28500.0,Fell,1872.0,58.03333,26.95,4.454844860023749,0
Thal,23908,Valid,H6,342.0,Fell,1950.0,33.4,70.6,2.5340261073260018,0
Tieschitz,23989,Valid,H/L3.6,28000.0,Fell,1878.0,49.6,17.11667,4.44715803135773,0
Tilden,23998,Valid,L6,74800.0,Fell,1927.0,38.2,-89.68333,4.873901597870267,0
Tillaberi,23999,Valid,L6,3000.0,Fell,1970.0,14.25,1.53333,3.4771212548644272,0
Timochin,24004,Valid,H5,65500.0,Fell,1807.0,54.5,35.2,4.816241299998413,0
Tirupati,24009,Valid,H6,230.0,Fell,1934.0,13.63333,79.41667,2.3617278379058297,0
Tjabe,24011,Valid,H6,20000.0,Fell,1869.0,-7.08333,111.53333,4.301029995685696,0
Tjerebon,24012,Valid,L5,16500.0,Fell,1922.0,-6.66667,106.58333,4.217483944240227,0
Tomakovka,24019,Valid,LL6,600.0,Fell,1905.0,47.85,34.76667,2.778151251107468,0
Tomatlan,24020,Valid,H6,900.0,Fell,1879.0,20.16667,-105.21667,2.9542425099218743,0
Tomita,24023,Valid,L,600.0,Fell,1916.0,34.5,133.75,2.778151251107468,0
Tonk,24026,Valid,CI1,7.7,Fell,1911.0,24.65,76.86667,0.886490781574359,0
Torrington,24032,Valid,H6,259.1,Fell,1944.0,42.06667,-104.16667,2.4134674146619903,0
Toulouse,24036,Valid,H6,1030.0,Fell,1812.0,43.6,1.4,3.0128372251268174,0
Tounkin,24037,Valid,OC,2000.0,Fell,1824.0,51.73333,102.53333,3.3010299958811284,0
Tourinnes-la-Grosse,24038,Valid,L6,14500.0,Fell,1863.0,50.78333,4.76667,4.161368002264926,0
Trenzano,24046,Valid,H3/4,11800.0,Fell,1856.0,45.46667,10.0,4.07188200734293,0
Treysa,24050,Valid,"Iron, IIIAB-an",63000.0,Fell,1916.0,50.91667,9.18333,4.799340549460475,0
Tromøy,24053,Valid,H,357.4,Fell,1950.0,58.47333,8.86667,2.553154549384775,0
Troup,24054,Valid,L6,1020.0,Fell,1917.0,32.16667,-95.1,3.0086001721876965,0
Trysil,24057,Valid,L/LL6,640.0,Fell,1927.0,61.3,12.3,2.8061799746624723,0
Tuan Tuc,24060,Valid,L6,13100.0,Fell,1921.0,9.66667,105.66667,4.117271295688917,0
Tugalin-Bulen,24062,Valid,H6,10000.0,Fell,1967.0,45.46667,105.38333,4.000000000043429,0
Tulung Dzong,24071,Valid,Stone-uncl,1915.0,Fell,1944.0,30.0,90.75,3.2821687785314273,0
Tysnes Island,24094,Valid,H4,19860.0,Fell,1884.0,60.0,5.61667,4.297979244181231,0
Tyumen,24095,Valid,Iron,750.0,Fell,1903.0,57.16667,65.53333,2.8750612639707596,0
Uberaba,24096,Valid,H5,40000.0,Fell,1903.0,-19.81667,-48.78333,4.60205999133882,0
Ucera,24097,Valid,H5,4590.0,Fell,1970.0,11.05,-69.85,3.6618126856318787,0
Udei Station,24101,Valid,"Iron, IAB-ung",103000.0,Fell,1927.0,7.95,8.08333,5.012837224709388,0
Uden,24103,Valid,LL7,710.0,Fell,1840.0,51.65,5.61667,2.8512583493307577,0
Udipi,24104,Valid,H5,3600.0,Fell,1866.0,13.48333,74.78333,3.5563025008879245,0
Ufana,24106,Valid,EL6,189.2,Fell,1957.0,-4.26667,35.35,2.2769211343611993,0
Ulmiz,24108,Valid,L,76.5,Fell,1926.0,46.93333,7.21667,1.8836614408306696,0
Umbala,24112,Valid,LL5,100.0,Fell,1822.0,30.33333,76.33333,2.0000000043429447,0
Umm Ruaba,24118,Valid,L5,1700.0,Fell,1966.0,13.46667,31.21667,3.2304489216337413,0
Unkoku,24123,Valid,OC,1000.0,Fell,1924.0,34.8,127.0,3.0000000004342944,0
Urasaki,24129,Valid,Stone-uncl,1500.0,Fell,1926.0,34.48333,133.28333,3.176091259345211,0
Usti Nad Orlici,24132,Valid,L6,1269.0,Fell,1963.0,49.975,16.375,3.1034616224369382,0
Utrecht,24135,Valid,L6,9700.0,Fell,1843.0,52.11667,5.18333,3.9867717343110174,0
Utzenstorf,24136,Valid,H5,3422.0,Fell,1928.0,47.11667,7.55,3.534280005331994,0
Valdavur,24144,Valid,H6,2799.0,Fell,1944.0,11.98333,79.75,3.447002898621323,0
Valdinizza,24145,Valid,L6,1004.0,Fell,1903.0,44.86667,9.15,3.0017337132415647,0
Valera,24149,Valid,L5,50000.0,Fell,1972.0,9.31667,-70.62833,4.698970004344705,0
Vavilovka,24154,Valid,LL6,1932.0,Fell,1876.0,46.15,32.83333,3.2860071223042646,0
Vengerovo,24158,Valid,H5,10800.0,Fell,1950.0,56.13333,77.26667,4.033423755527163,0
Veramin,24162,Valid,Mesosiderite-B2,54000.0,Fell,1880.0,35.33333,51.63333,4.732393759831011,0
Verkhne Tschirskaia,24165,Valid,H5,8000.0,Fell,1843.0,48.41667,43.2,3.9030899870462306,0
Vernon County,24168,Valid,H6,1500.0,Fell,1865.0,43.5,-91.16667,3.176091259345211,0
Vetluga,24169,Valid,Eucrite-mmict,750.0,Fell,1949.0,57.8,45.8,2.8750612639707596,0
Vigarano,24174,Valid,CV3,15000.0,Fell,1910.0,44.85,11.4,4.176091259084634,0
Villarrica,24181,Valid,Stone-uncl,1915.0,Fell,1925.0,-25.83333,-56.5,3.2821687785314273,0
Vilna,24183,Valid,L5,0.1,Fell,1967.0,54.225,-111.69167,-0.9999956570768955,0
Virba,24185,Valid,L6,3600.0,Fell,1873.0,43.53333,22.63333,3.5563025008879245,0
Vishnupur,24187,Valid,LL4-6,2437.0,Fell,1906.0,23.1,87.43333,3.3868555293629328,0
Visuni,24189,Valid,H6,594.0,Fell,1915.0,25.45,70.0,2.773786445712329,0
Vouillé,24191,Valid,L6,20000.0,Fell,1831.0,46.63333,0.16667,4.301029995685696,0
Walters,24210,Valid,L6,28100.0,Fell,1946.0,34.33333,-98.3,4.448706319920535,0
Warrenton,24215,Valid,CO3.7,1600.0,Fell,1877.0,38.68333,-91.15,3.204119982927359,0
Washougal,24218,Valid,Howardite,225.0,Fell,1939.0,45.58333,-122.35,2.35218252004156,0
Wessely,24244,Valid,H5,3750.0,Fell,1831.0,48.95,17.38333,3.5740312678435306,0
Weston,24249,Valid,H4,150000.0,Fell,1807.0,41.266667,-73.266667,5.176091259058577,0
Wethersfield (1971),24250,Valid,L6,350.0,Fell,1971.0,41.7,-72.65,2.544068045591117,0
Wiluna,24281,Valid,H5,150000.0,Fell,1967.0,-26.59278,120.32833,5.176091259058577,0
Witklip Farm,24321,Valid,H5,22.0,Fell,1918.0,-26.0,30.0,1.3424227005628642,0
Witsand Farm,24322,Valid,LL4,66.0,Fell,1932.0,-28.66667,18.91667,1.819543942122088,0
Wittekrantz,24323,Valid,L5,2200.0,Fell,1880.0,-32.5,23.0,3.3424226810196127,0
Wolamo,24324,Valid,OC,166.4,Fell,1964.0,9.0,39.0,2.2211533245646478,0
Wold Cottage,24325,Valid,L6,25000.0,Fell,1795.0,54.13667,-0.41333,4.397940008689409,0
Woolgorong,24334,Valid,L6,36000.0,Fell,1960.0,-27.75,115.83333,4.556302500779351,0
Wuzhi,24342,Valid,Stone-uncl,1915.0,Fell,1931.0,35.13333,113.33333,3.2821687785314273,0
Yambo,30345,Valid,H5,4.0,Fell,1951.0,1.0,22.5,0.6020600999015693,0
Yangchiang,30348,Valid,H5,20000.0,Fell,1954.0,21.83333,111.83333,4.301029995685696,0
Yardymly,30352,Valid,"Iron, IAB complex",150200.0,Fell,1959.0,38.93333,48.25,5.176669932671041,0
Yatoor,30358,Valid,H5,13600.0,Fell,1852.0,14.3,79.76667,4.1335389084021505,0
Yonozu,30366,Valid,H4/5,31650.0,Fell,1837.0,37.75,139.0,4.500373714367096,0
Yorktown (New York),30370,Valid,L5,250.0,Fell,1869.0,41.28333,-73.81667,2.3979400104092154,0
Yoshiki,30372,Valid,Stone-uncl,0.1,Fell,1928.0,34.16667,131.45,-0.9999956570768955,0
Yukan,30377,Valid,LL6,4800.0,Fell,1931.0,28.71667,116.61667,3.6812412374660655,0
Yurtuk,30378,Valid,Howardite,1472.0,Fell,1936.0,47.31667,35.36667,3.167907810296517,0
Zaborzika,30379,Valid,L6,3867.0,Fell,1818.0,50.28333,27.68333,3.587374172185373,0
Zabrodje,30380,Valid,L6,3000.0,Fell,1893.0,55.18333,27.91667,3.4771212548644272,0
Zagami,30386,Valid,Martian (shergottite),18000.0,Fell,1962.0,11.73333,7.08333,4.255272505127434,0
Zaisan,30388,Valid,H5,463.0,Fell,1963.0,47.5,83.0,2.665580991955954,0
Zaisho,30389,Valid,"Pallasite, PMG-an",330.0,Fell,1898.0,33.7,133.8,2.5185139411939312,0
Zavetnoe,30395,Valid,L6,800.0,Fell,1952.0,47.13333,43.9,2.9030899875348117,0
Zavid,30396,Valid,L6,95000.0,Fell,1897.0,44.4,19.11667,4.977723605293419,0
Zebrak,30397,Valid,H5,2000.0,Fell,1824.0,49.88333,13.91667,3.3010299958811284,0
Zemaitkiemis,30399,Valid,L6,44100.0,Fell,1933.0,55.3,25.0,4.644438589477686,0
Zhovtnevyi,30407,Valid,H6,107000.0,Fell,1938.0,47.58333,37.25,5.029383777689269,0
Zmenj,30411,Valid,Howardite,246.0,Fell,1858.0,51.83333,26.83333,2.390935108868804,0
Zomba,30412,Valid,L6,7500.0,Fell,1899.0,-15.18333,35.28333,3.8750612634496058,0
Zsadany,30413,Valid,H5,552.0,Fell,1875.0,46.93333,21.5,2.7419390785159643,0
Zvonkov,30415,Valid,H6,2568.0,Fell,1955.0,50.2,30.25,3.4095950195659332,0
Abbott,5,Valid,H3-6,21100.0,Found,1951.0,36.3,-104.28333,4.324282455318276,0
Abernathy,7,Valid,L6,2914.0,Found,1941.0,33.85,-101.8,3.4644895475830086,0
Abo,8,Valid,H,1.2,Found,1840.0,60.43333,22.3,0.07918160795954224,0
Achilles,369,Valid,H5,16000.0,Found,1924.0,39.77667,-100.81333,4.204119982683068,0
Acme,371,Valid,H5,75000.0,Found,1947.0,33.63333,-104.26667,4.875061263397491,0
Acomita,372,Valid,"Pallasite, PMG",3956.0,Found,1962.0,35.05,-107.56667,3.597256283034923,0
Adalia,374,Valid,Eucrite-mmict,1.0,Found,1883.0,36.9,30.68333,4.342942647204277e-07,0
Adams County,375,Valid,H5,5700.0,Found,1928.0,39.96667,-103.76667,3.7558748557486834,0
ad-Dahbubah,376,Valid,H5,90000.0,Found,1961.0,19.83333,51.25,4.954242509444151,0
Adelie Land,378,Valid,L5,1000.0,Found,1912.0,-67.18333,142.38333,3.0000000004342944,0
Admire,380,Valid,"Pallasite, PMG",180000.0,Found,1881.0,38.7,-96.1,5.255272505105719,0
Adrian,388,Valid,H4,22600.0,Found,1936.0,35.15,-102.71667,4.354108439166618,0
Adzhi-Bogdo (iron),389,Valid,"Iron, IAB complex",582000.0,Found,1952.0,44.86667,95.41667,5.764922984650635,0
Aggie Creek,393,Valid,"Iron, IIIAB",43000.0,Found,1942.0,64.88333,-163.16667,4.633468455589687,0
Agua Blanca,397,Valid,"Iron, IIIAB",49000.0,Found,1938.0,-28.91667,-66.95,4.690196080037377,0
Aguas Calientes,399,Valid,H,260.1,Found,1971.0,-25.5,-68.4,2.415140353865594,0
Ahumada,419,Valid,"Pallasite, PMG",52600.0,Found,1909.0,30.7,-105.5,4.720985744161996,0
Aiken,421,Valid,OC,956.0,Found,1936.0,34.2,-101.5,2.980457892730383,0
Ainsworth,422,Valid,"Iron, IIAB",80650.0,Found,1907.0,42.6,-99.8,4.906604371730365,0
Akhricha,428,Valid,H,1760.0,Found,1968.0,28.4625,1.025,3.245512668060908,0
Akron (1940),430,Valid,H6,1050.0,Found,1940.0,40.15,-103.16667,3.021189299483552,0
Akron (1961),431,Valid,L6,4000.0,Found,1961.0,40.15,-103.16667,3.602059991436536,0
Alamogordo,449,Valid,H5,13600.0,Found,1938.0,32.9,-105.93333,4.1335389084021505,0
Alamosa,450,Valid,L6,1800.0,Found,1937.0,37.46667,-105.86667,3.255272505344581,0
Alatage,452,Valid,"Iron, IIIAB",37500.0,Found,1959.0,42.33333,93.0,4.5740312677393,0
Albin (pallasite),455,Valid,"Pallasite, PMG",37600.0,Found,1915.0,41.5,-104.1,4.575187844939212,0
Albin (stone),456,Valid,L,15400.0,Found,1949.0,41.41667,-104.1,4.187520720864664,0
Albion,457,Valid,"Iron, IVA",12280.0,Found,1966.0,46.83333,-117.25,4.089198366840515,0
Alexander County,464,Valid,"Iron, IAB complex",192.0,Found,1875.0,35.75,-81.25,2.2833012309655,0
Algarrobo,467,Valid,"Iron, IAB-ung",1280.0,Found,1959.0,-27.08333,-70.58333,3.107209969987161,0
al-Ghanim (iron),468,Valid,"Iron, IIIAB",500.0,Found,1960.0,19.83333,54.08333,2.698970005204608,0
